"Course ID","Subject code","Catalog Number","Offering Unit","Course Title","Course Description","Min Units","Max Units","Repeatable for Credit","Total Completions Allowed","Total Units Allowed","Grading Basis","Components","Course Attributes","Enrollment Requirements","Course Requisites"
"038816","ANTH","451","Global Studies, Sch of","Gender and Violence in the Middle East","The Middle East region is often portrayed as a patriarchal, misogynist, and violent place in Western discourse. Terror, violence against women, and honor killings are increasingly popular topics of popular and academic interest in the region. Approaching these issues from a critical perspective this class seeks to answer: What are the power dynamics of gender relations in the Middle East? What are the gendered contours of the different forms of collective violence in the region? What are the limits and problems of the Western modes of thinking about gender and violence in the Middle East? How can we better understand the various gendered violence practices associated with the region without reproducing Orientalist and racist discourses? 

Throughout the semester, we will use historical and ethnographic texts, films and documentaries, fictive and journalistic writing to address these questions from an interdisciplinary perspective. Course material will engage with a variety of issues, including honor killings, female \""circumcision\"" controversy, LGBT issues, and military masculinity, in contexts ranging from Turkey to Palestine/Israel, and Lebanon to Algeria.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"007092","ANTH","451A","Anthropology, Sch of","Archaeology of Eastern North America","Intensive survey of the development of culture in North America from the time of the initial peopling to the historic period.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","WE - WEC (Writing Emphasis Course)","-","-"
"036728","ANTH","451B","Religious Studies and Classics","Ancient Egypt: Archeology and Language","This class will provide an examination of the culture of ancient Egypt through an introduction to selected archeological methods and approaches, as well as the study of selected hieroglyphic inscriptions and texts. Although a continuation of 451A, 451A is not prerequisite or needed for 451B, which will cover different material.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"010967","ANTH","452","Religious Studies and Classics","Etruscan Art and Archaeology","This course surveys the art and archaeology of the Etruscan culture from the question of its origins in the Bronze Age to its absorption by the Romans in the first century A.D. Questions of DNA analysis and origin theory, art and architecture, history, interface with the Romans, diversity of individual cities, confederation centers and language will also be discussed.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","Previous 300 level coursework in Art History, Classics, or Anthropology is recommended."
"007095","ANTH","452R","Anthropology, Sch of","Archaeology of the Southwest","Development of culture in the prehistoric Southwest from the late Pleistocene to the historic period.","3","3","No","1","3","OPT - Student Option","Lecture","-","-","-"
"007097","ANTH","453A","Anthropology, Sch of","Mesoamerican Archaeology","Lecture on Maya archaeology. We will select specific topics in Maya archaeology and discuss them in depth. Students will develop their own research for papers.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive), WE - WEC (Writing Emphasis Course)","-","ANTH 334A or ANTH 334B or equivalent knowledge on Mesoamerica."
"007098","ANTH","453B","Anthropology, Sch of","Mesoamerican Archaeology","Development of culture in Mexico and Central America from the origins of agriculture through the Spanish Conquest. Course focuses on the culture of Mexico north of the Maya area.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), CE - EQ (Equivalency), CE - ME (Mutually Exclusive), WE - WEC (Writing Emphasis Course)","-","ANTH 334A or ANTH 334B or equivalent knowledge on Mesoamerica. ANTH 453A is not prerequisite for ANTH 453B."
"010969","ANTH","454","Religious Studies and Classics","Greek and Roman Sculpture: Symbols and Society in Antiquity","This course surveys Greek and Roman sculpture from Cycladic figurines of the 3rd millennium B.C. to Roman sculpture of ca. 300 A.D. Topics to be addressed are stylistic developments, uses of sculpture within historical settings, iconography and meaning, materials and manufacturing techniques, and sculptors and their social status. The course will also deal with modern misconceptions of the original appearance of the classical sculpture, problems of forgeries, and the impact of looting within larger discussions of cultural heritage and collecting.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed), WE - WEC (Writing Emphasis Course)","-","-"
"036460","ANTH","455A","Anthropology, Sch of","Field Training in Archaeology-Lab Techniques","Archaeological lab techniques involve training students to working with archaeological materials in the field laboratory. The course provides training in artifact identification, cleaning, conservation and analysis that covers a wide range of material categories.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory","SEA - DI (Discovery), SEC - PRO (Professionalism)","-","-"
"036462","ANTH","455B","Anthropology, Sch of","Field Training in Archaeology-Excavation","Archaeological field techniques involving experience working with archaeological sites and materials in the field. The course provides training in field techniques, artifact identification, and mapping. Some programs will also offer experience in both survey and excavation.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Lecture","SEA - DI (Discovery), SEC - PRO (Professionalism)","-","-"
"007102","ANTH","456A","Anthropology, Sch of","Old World Prehistory","A survey and interpretation of archaeological evidence for human cultural development of the Old World prior to the appearance of anatomically modern humans. anatomically modern humans. Course covers the Paleolithic; from earliest tools to the cave artists at the end of the Ice Age.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","WE - WEC (Writing Emphasis Course)","-","-"
"007103","ANTH","456B","Anthropology, Sch of","Old World Prehistory","A survey and interpretation of archaeological evidence for human  cultural development of the Old World prior to the appearance of anatomically modern humans. Course covers hunting and gathering to the roots of urban society following the Ice Age.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","WE - WEC (Writing Emphasis Course)","-","-"
"036519","ANTH","457","Anthropology, Sch of","Contesting the Past: Archaeology and Heritage","The past is not over: It is appropriated, contested, and rewritten every day. It has the power to propagate political ideology, solidify group identity, and even to generate revenue. This class explores such global issues within the burgeoning field of Archaeological Heritage.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"007106","ANTH","458","Anthropology, Sch of","Historical Archaeology","Survey of the basic data and methods of research in the material culture of modern history. The New World from first European contacts to the 20th century.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"007108","ANTH","459A","Global Studies, Sch of","Turkey: Culture, Power and History","Question of East and West through study of Turkey: emergence of Turkey from Ottoman Empire; social, political, religious and economic reforms; modernization of institutions; identity; politics of history; gender; nationalism; development; liberalization; globalization.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
